apogee_id,param_m_h,param_m_h_err,param_alpha_m,param_alpha_m_err,glat
2M17442409-2917262,-9999,-1,-9999,-1,0.0419668572432
2M17444729-2913529,-9999,-1,-9999,-1,0.00105010597349
2M17451209-2904248,-9999,-1,-9999,-1,0.00651462974536
2M17451348-2905266,-9999,-1,-9999,-1,-0.00677428653873
2M17460160-2850006,-9999,-1,-9999,-1,-0.0224689725801
2M18291335-1029029,0.1690189,0.0253503,0.1016947,0.0114508,0.0988703438426
2M18295038-0953292,0.3262932,0.02338321,-0.00258706,0.01013265,0.239203581885
2M18295520-0920517,-9999,-1,-9999,-1,0.47371079701
2M18310489-0926186,-9999,-1,-9999,-1,0.177763041189
2M18315940-0928508,-0.01364026,0.02524218,0.01326571,0.01184753,-0.040427622003
2M18321625-0901176,0.1828507,0.02396444,0.004981881,0.01042291,0.110349670989
2M00031070+6221346,-0.3565675,0.02934347,0.03366071,0.01407242,0.0105660512646
2M17595131-2414232,-9999,-1,-9999,-1,-0.349085777258
2M18001452-2410210,-9999,-1,-9999,-1,-0.392186859538
2M18001589-2337208,-9999,-1,-9999,-1,-0.123486159994
2M18003703-2352036,-9999,-1,-9999,-1,-0.315236863335
2M18004459-2330478,-9999,-1,-9999,-1,-0.164438367396
2M18005485-2329392,-9999,-1,-9999,-1,-0.189029188069
2M18010147-2332000,-9999,-1,-9999,-1,-0.23041499901
2M18060992-2007013,-9999,-1,-9999,-1,0.411428274247
2M18061066-1959043,-9999,-1,-9999,-1,0.473595647745
2M18063404-2035455,-9999,-1,-9999,-1,0.0954793176969
2M18435316-0355383,0.4892783,0.02338488,0.01486233,0.009481046,-0.113279588911
2M18440033-0259134,0.2440266,0.02265926,-0.0569233,0.01040333,0.289803995048
2M18440056-0302372,0.2531722,0.0239163,-0.03258118,0.009702023,0.263093044763
2M18444265-0342501,0.1063588,0.02514449,-0.0170358,0.01029102,-0.198816096375
2M18450587-0326507,-9999,-1,-9999,-1,-0.162998202908
2M18451553-0313307,0.4902628,0.02406007,0.004872851,0.009743313,-0.0972936800963
2M18451800-0331374,0.2555879,0.02381857,-0.0360323,0.009292246,-0.244242070635
2M18452550-0351196,0.5114111,0.02438177,-0.004893394,0.009436336,-0.421927381415
2M18453419-0325432,-9999,-1,-9999,-1,-0.259264850304
2M18454496-0332217,0.5653287,0.02358511,-0.06969235,0.008118162,-0.349638101996
2M18454587-0319523,0.3643616,0.02617448,0.0254225,0.009769528,-0.257982985105
2M18455792-0322445,0.2578356,0.02726614,0.02998541,0.01027656,-0.324396573276
2M18460583-0202115,-9999,-1,-9999,-1,0.259097276001
2M03143483+5722227,0.07854334,0.02861641,-0.002085604,0.01148129,-0.299701866186
2M03242672+5704094,-9999,-1,-9999,-1,0.159333262754
2M03244865+5702570,-0.2646002,0.03076804,0.07360368,0.01400487,0.16996332406
2M03290691+5652569,-0.115453,0.02847094,0.07364252,0.01239754,0.359428472826
2M03295999+5654128,-0.5645996,0.03299579,0.1556059,0.01910683,0.445222131085
2M03305482+5557208,-9999,-1,-9999,-1,-0.262168588403
2M04342450+4659355,-0.1819175,0.03035186,0.06862886,0.01521221,-0.473468863593
2M04394917+4647224,-0.1511412,0.02963218,0.02159691,0.01297472,0.0753366362063
2M05262574+3451402,-0.1887481,0.03086164,0.04135793,0.01396983,-0.23301203074
2M05274891+3518164,-0.2730672,0.03170539,0.1196169,0.01562476,0.249519753585
2M17401566-3016109,-9999,-1,-9999,-1,0.289419532295
2M17403018-2949516,0.1572383,0.02447078,-0.03689229,0.009908741,0.477855992636
2M17404940-3021244,-0.7015878,0.03162063,0.1070067,0.01950228,0.140366460142
2M17482698-2708109,-9999,-1,-9999,-1,0.399347324774
2M17503435-2754001,0.177894,0.02610347,0.1062801,0.01156696,-0.396974079474
2M19434450+2431510,0.4631889,0.02247571,0.01239675,0.008693471,0.351817087694
2M19434984+2420139,0.3819852,0.0248393,0.01068393,0.01027642,0.237758514506
2M19435161+2402205,0.2379513,0.02669094,-0.01609043,0.01184331,0.0832272740869
2M19443343+2425131,-0.210899,0.03085235,0.05248344,0.01372121,0.135870252963
2M19443367+2336270,0.2656074,0.02647377,0.04165598,0.01117106,-0.271081204484
2M19444229+2459420,0.2302003,0.02483003,-0.002311957,0.0109994,0.394047240281
2M19450570+2432144,0.3362797,0.02576163,0.0278805,0.01043854,0.0884510984094
2M19451774+2444249,0.4909421,0.02425338,0.01143815,0.009101405,0.150568121103
2M19461098+2443598,0.4087911,0.02497999,0.04033709,0.009037655,-0.0272444950932
2M19461794+2359017,-9999,-1,-9999,-1,-0.426547258308
2M19465194+2423227,0.04844496,0.02615608,0.02003462,0.0108543,-0.334181521469
2M19471876+2458549,-9999,-1,-9999,-1,-0.123571967867
2M19475043+2431573,0.2597255,0.02698029,0.04103032,0.01054141,-0.453708061628
2M06022003+2244421,-0.2614184,0.03128524,0.08639061,0.01586088,0.102209950862
2M06023016+2300157,-9999,-1,-9999,-1,0.264038597903
2M06030081+2130193,-0.2914979,0.03200764,0.07051258,0.01579429,-0.372250572112
2M06041856+2159037,-0.1517093,0.03122883,0.06483399,0.01350985,0.125335331631
2M06300461+0917107,-0.2165003,0.03135859,0.03848895,0.01465811,-0.467746114834
2M06305923+0952400,-9999,-1,-9999,-1,0.00507016080405
2M06315249+0922059,0.1302788,0.02759857,0.03411547,0.01093179,-0.036605435167
2M17524982-2519400,0.3935696,0.02547065,0.04039889,0.009477638,0.481998371802
2M17525774-2543304,-9999,-1,-9999,-1,0.254333854115
2M17533321-2552583,-9999,-1,-9999,-1,0.0596226525722
2M17534325-2517401,-9999,-1,-9999,-1,0.325516081831
2M17541317-2532096,-0.3319626,0.02818591,0.0933267,0.01459132,0.10607555841
2M17542242-2518029,-9999,-1,-9999,-1,0.19508336833
2M17550729-2525341,-9999,-1,-9999,-1,-0.0140200122636
2M05441417+2835396,-0.05155296,0.02694236,0.04975038,0.01292721,-0.437032082599
2M05470911+2758000,-9999,-1,-9999,-1,-0.216044246
2M05473749+2730579,-0.206176,0.03194734,0.0242178,0.01600138,-0.359823113398
2M05482512+2758274,-0.1156398,0.03099665,0.03025744,0.01471985,0.0272950086152
2M05490238+2835080,-0.03760115,0.02940006,0.05850093,0.01339585,0.459575253797
2M00361513+6231437,-0.3043495,0.03392638,0.05328618,0.01670289,-0.291177411936
2M00371688+6242076,-0.05381768,0.02856534,0.07278796,0.01211364,-0.124894197214
2M17525806-2520284,-9999,-1,-9999,-1,0.448430633205
2M17532090-2514343,-9999,-1,-9999,-1,0.424277706561
2M17532371-2541457,-9999,-1,-9999,-1,0.185153536016
2M17533573-2529348,-9999,-1,-9999,-1,0.24924612965
2M17533724-2534490,-9999,-1,-9999,-1,0.20007927674
2M00292029+6254427,-0.01716861,0.02812013,0.04515497,0.01302521,0.148143373246
2M00302768+6314224,-0.2131265,0.0318887,0.05819187,0.01518182,0.464064872318
2M21094967+4754447,0.2039655,0.02714975,0.04571351,0.01109101,-0.0180978090224
2M21104895+4835577,-0.07217631,0.0275862,0.184942,0.01188543,0.330004140167
2M21120702+4838109,-0.2117765,0.03094711,0.07557503,0.01546094,0.198553030375
2M21120850+4853535,0.1503016,0.02748366,0.01178994,0.01080731,0.375240672613
2M21131425+4842374,0.1006611,0.03065299,0.07397667,0.01211059,0.115097835888
2M21132198+4849017,-0.07116443,0.03037838,0.1094316,0.01296399,0.173243842975
2M20154604+3553005,0.4798535,0.02331905,0.07881255,0.009440706,0.452280951069
2M20194679+3627095,0.2357499,0.02420695,-0.02117047,0.00947167,0.101600131386
2M20212999+3715285,0.1558845,0.02653184,0.007286771,0.0104965,0.275223618313
2M20222103+3713189,0.2265711,0.0255041,0.01770916,0.009893016,0.115577367769
2M20235054+3708195,-0.001107189,0.02642109,0.02223033,0.01243652,-0.175629595023
2M20242750+3709405,-9999,-1,-9999,-1,-0.263125322719
2M22284837+5730169,-9999,-1,-9999,-1,-0.22286111758
2M17422683-2934079,-9999,-1,-9999,-1,0.258050984465
2M17441686-2941309,-9999,-1,-9999,-1,-0.145694754799
2M17441690-2938193,-9999,-1,-9999,-1,-0.117979823976
2M17442927-2933018,-9999,-1,-9999,-1,-0.110015206296
2M17443172-2917117,-9999,-1,-9999,-1,0.0204255972176
2M17452683-2848075,-9999,-1,-9999,-1,0.10224453939
2M17452940-2854331,-9999,-1,-9999,-1,0.03838326118
2M18294435-1004138,0.2450486,0.02351729,-0.0774013,0.00972165,0.178148050868
2M18294572-0947403,0.3744856,0.0228666,-0.001495602,0.009253137,0.301095919787
2M18333608-0859582,0.367146,0.02315321,0.01191307,0.009843269,-0.170930864248
2M18343020-0907446,-0.2157135,0.03220262,0.1669699,0.01420776,-0.428252144494
2M00023382+6219219,-0.1209384,0.03025576,0.07575849,0.01407071,-0.0123012266208
2M23522207+6233162,-0.478987,0.03356518,0.1133846,0.01852212,0.45926032382
2M17595050-2332477,-9999,-1,-9999,-1,-0.00164188763214
2M18000401-2346057,-9999,-1,-9999,-1,-0.156591343349
2M18431659-0322001,0.1858312,0.02736208,0.05964472,0.01061412,0.278186223325
2M18433323-0326417,-9999,-1,-9999,-1,0.180890118894
2M18445174-0320049,0.3449135,0.02398588,-0.0175081,0.009164267,-0.0592373198399
2M18445769-0314394,-0.1491681,0.0294186,-0.04853862,0.01289243,-0.0399853543616
2M18450325-0317120,-0.3530468,0.03183979,-0.05955739,0.0161716,-0.0799040678169
2M18451242-0321095,-9999,-1,-9999,-1,-0.143966021375
2M18452396-0352084,0.1586438,0.02479453,-0.02131044,0.01169423,-0.42243170653
2M18452692-0325264,-9999,-1,-9999,-1,-0.23021399863
2M18453134-0349485,0.1971968,0.02412602,-0.03647129,0.009625943,-0.431998700485
2M18453788-0326404,-9999,-1,-9999,-1,-0.280134534243
2M18454365-0324443,-9999,-1,-9999,-1,-0.286777619683
2M18455854-0342429,-9999,-1,-9999,-1,-0.478618320961
2M03152943+5751330,-9999,-1,-9999,-1,0.178631535819
2M03165086+5704264,-0.5602354,0.03209099,0.04053181,0.01639293,-0.393546243362
2M03210133+5707075,-0.1946561,0.03201068,0.07662679,0.01404936,-0.0529652440035
2M03225059+5637287,-0.1554281,0.03060147,0.2097748,0.01344475,-0.33259370666
2M03321384+5614113,-0.02364911,0.02850069,0.01181378,0.0119418,0.0731211389669
2M04321707+4816572,-9999,-1,-9999,-1,0.140882823699
2M04404305+4617593,-0.3108495,0.03200787,0.09304845,0.01539046,-0.13410503702
2M04410165+4628589,0.2254282,0.02655337,0.04738516,0.01147886,0.0272646580588
2M04435125+4613570,-0.3067955,0.0324035,0.05549604,0.01640021,0.229432436925
2M05225949+3556533,-0.4087587,0.03382321,0.08191136,0.01600524,-0.201209393781
2M05233292+3613002,-0.2686317,0.03318315,0.03493406,0.01576759,0.0434580490756
2M05242217+3635412,-0.3232253,0.03318116,0.08945347,0.0176536,0.392981385561
2M05254477+3538499,-9999,-1,-9999,-1,0.0910577438512
2M05263334+3601473,-0.3316302,0.03300246,0.1125303,0.01639011,0.440989810648
2M05265089+3536154,-0.2514144,0.03200474,0.06170552,0.0143546,0.252767442815
2M05272936+3410164,-0.3200088,0.03019633,0.02776572,0.01413062,-0.436260337868
2M05273156+3524315,-0.09136213,0.02928246,0.02330861,0.01254024,0.258440485224
2M17394236-3004098,-0.02114912,0.02520301,0.1992667,0.01166314,0.497498888383
2M17400522-3000107,-9999,-1,-9999,-1,0.462956305536
2M17404076-3126338,-9999,-1,-9999,-1,-0.408983938734
2M17405625-3053074,0.2779201,0.02601055,0.04240892,0.01077318,-0.160499667808
2M17470506-2730170,0.3257094,0.02374361,0.04299869,0.01016137,0.468389435251
2M17472361-2734443,0.3180839,0.02206766,-0.01298039,0.009635009,0.371324355107
2M17482893-2756040,0.1669118,0.02768381,0.04224023,0.01119314,-0.0186064347223
2M17502038-2805411,-1.265308,0.04007602,0.4626767,0.0288371,-0.452624095022
2M17510489-2709416,-9999,-1,-9999,-1,-0.115898463227
2M17510936-2728355,-9999,-1,-9999,-1,-0.291212589277
2M06354960+0641318,0.0908276,0.02923807,-0.01260476,0.01257263,-0.402460387179
2M19442993+2503582,0.2011521,0.02603738,0.01568086,0.01015586,0.470052823574
2M19455424+2449483,0.1641354,0.0255218,-0.03759732,0.01015587,0.0761435286095
2M19463652+2445306,0.03648917,0.03287555,0.05974167,0.01283899,-0.0981212336341
2M19463863+2433333,-0.005644768,0.02941305,0.06375056,0.01214161,-0.205250425972
2M19464434+2424037,-0.1068089,0.02895394,0.06292938,0.01381181,-0.303544653118
2M19464957+2409305,-0.2751299,0.03022141,0.04242611,0.01387502,-0.442755531671
2M06042397+2200314,0.06694886,0.02954194,0.02451422,0.01182042,0.155491012038
2M06045251+2201425,-9999,-1,-9999,-1,0.261255637082
2M05142676+3908496,-0.6683629,0.033397,0.02429642,0.0177031,0.252731858047
2M05174245+3801492,-0.2047432,0.03150925,0.05210679,0.01539415,0.122924769771
2M05181146+3747534,-0.3975536,0.03435614,0.08550458,0.01612191,0.0669341192269
2M05181335+3825083,-0.08190954,0.02967725,0.08591292,0.01408793,0.429637977451
2M05183362+3736173,-0.1386047,0.03041077,0.0853571,0.0142362,0.0153355057288
2M17580033-2342405,-9999,-1,-9999,-1,0.280718707093
2M17581079-2401127,-9999,-1,-9999,-1,0.0917229945711
2M17582888-2327526,-9999,-1,-9999,-1,0.309569453692
2M17584011-2345416,-9999,-1,-9999,-1,0.124149162561
2M17591761-2405081,-9999,-1,-9999,-1,-0.161233640991
2M17524645-2537112,-9999,-1,-9999,-1,0.344429119595
2M17525310-2531197,0.2590097,0.02341307,0.001871705,0.009189831,0.372561862007
2M17532795-2541200,-9999,-1,-9999,-1,0.175040955849
2M17533724-2534490,-9999,-1,-9999,-1,0.20007927674
2M17543452-2526459,-9999,-1,-9999,-1,0.0822935507912
2M17550857-2558336,-9999,-1,-9999,-1,-0.295712427989
2M17551809-2523441,-9999,-1,-9999,-1,-0.0337076178289
2M17561375-2552248,-0.746837,0.0329913,0.0890367,0.01879366,-0.455102721778
2M05435642+2939175,0.01874217,0.02912689,0.02566072,0.01295027,0.0634276544027
2M05442634+2848437,-0.09650287,0.03197787,0.0374756,0.01344309,-0.285137346868
2M05443260+2943514,0.03581976,0.03012321,0.0253639,0.01215369,0.214828621271
2M05454501+2934308,-0.1088954,0.03105411,0.04095867,0.01435827,0.357240277411
2M05455435+2902160,0.5160524,0.02447745,0.05486746,0.008518888,0.106382263945
2M05463807+2849033,-0.1084925,0.03133104,0.01675974,0.0141748,0.128104282216
2M05470324+2919049,-0.2182081,0.03099473,0.112117,0.01472186,0.466114460096
2M05470409+2800246,-0.4800822,0.03438285,0.1296519,0.01854766,-0.211020791844
2M05472269+2859519,-0.3046287,0.0324091,0.06911898,0.01671399,0.360703739869
2M05481394+2840320,-0.1968873,0.03163594,0.05802778,0.0150804,0.354203869297
2M05484133+2819285,-9999,-1,-9999,-1,0.259012048865
2M17524982-2519400,-9999,-1,-9999,-1,0.481998371802
2M17531401-2541389,-9999,-1,-9999,-1,0.217468008991
2M17532447-2510137,-9999,-1,-9999,-1,0.449441204604
2M00215320+6258568,0.03302599,0.02865038,0.07429218,0.01171066,0.303152907813
2M00220031+6235123,0.0138407,0.02885063,0.07212768,0.01317485,-0.0915155958672
2M00240012+6232488,0.06598811,0.02976383,0.02840727,0.01208615,-0.15645167168
2M00242676+6231477,-0.1645099,0.03102507,0.09381969,0.01422024,-0.178722673449
2M00322144+6242381,-0.07687462,0.03055542,0.04391756,0.01287708,-0.0800281310011
2M00334155+6223234,-0.274303,0.03109925,0.04649039,0.014674,-0.410965333037
2M00362292+6313162,-9999,-1,-9999,-1,0.399121279801
2M00364040+6244409,0.3560719,0.0259612,0.05626108,0.009509027,-0.0784681821055
2M00372408+6246313,-0.1709152,0.03193514,0.07834682,0.01385431,-0.0524827240295
2M21095115+4807453,-9999,-1,-9999,-1,0.126481610929
2M21112508+4851470,0.08525986,0.0289954,0.03053057,0.01260814,0.437825358674
2M21123526+4827169,0.5225513,0.02406975,0.06989421,0.00902255,0.017194939172
2M21125560+4848251,0.02809246,0.02687547,-0.005598489,0.01117531,0.218736471303
2M21131162+4751044,0.3371315,0.0261211,0.01039253,0.009627913,-0.471308187688
2M21134258+4851034,0.2549045,0.02609167,0.10179,0.00994962,0.15562164703
2M21140988+4917366,-0.03389107,0.02890965,0.05634397,0.01381508,0.40726133815
2M21142937+4927209,0.432173,0.02450552,0.05380607,0.01012261,0.481252295334
2M17593122-2336524,-9999,-1,-9999,-1,0.0283819884382
2M17593197-2327300,-9999,-1,-9999,-1,0.10367225733
2M17594520-2339400,-9999,-1,-9999,-1,-0.0410764368096
2M18001067-2358335,-9999,-1,-9999,-1,-0.281841089092
2M18002326-2333487,-9999,-1,-9999,-1,-0.118640994243
2M18060338-2014192,-9999,-1,-9999,-1,0.374356535656
2M18063039-2037142,-9999,-1,-9999,-1,0.0958681293025
2M18434784-0249034,0.3007912,0.02401375,0.04660676,0.01038657,0.413479651371
2M18440852-0348373,0.1008697,0.02495022,-0.0008648429,0.0112249,-0.116645499995
2M18445176-0327100,-9999,-1,-9999,-1,-0.113274559353
2M18454846-0330545,-9999,-1,-9999,-1,-0.351518789633
2M18461052-0216101,0.5533392,0.02399436,-0.004342031,0.009278843,0.135393782526
2M03191136+5753061,-9999,-1,-9999,-1,0.460754107271
2M03193045+5723599,-0.1872013,0.03208223,0.06730309,0.01399845,0.0738434108668
2M03265137+5634392,0.01020325,0.02963223,0.05073146,0.01213049,-0.0668674360975
2M03305048+5648334,0.2174724,0.02726306,0.02147295,0.01044774,0.433165907573
2M04360425+4717311,-0.01509504,0.03000971,0.03557904,0.01306935,-0.0631961912084
2M20171901+3610322,-0.1483665,0.02795649,0.08237654,0.013801,0.355684552389
2M20174036+3623080,-0.292473,0.02845514,0.01146471,0.01340197,0.414027953083
2M20224240+3614573,-0.2561877,0.02911359,0.07427009,0.01456555,-0.498817206744
2M22323686+5823240,-0.2641464,0.03181152,0.1263018,0.0151727,0.278085771611
2M17440354-2934434,-9999,-1,-9999,-1,-0.0453341389839
2M17445683-2913255,-9999,-1,-9999,-1,-0.0245264918861
2M17460559-2853202,-9999,-1,-9999,-1,-0.0637536089713
2M17461251-2848489,-9999,-1,-9999,-1,-0.0461280123037
2M18314496-0911336,-9999,-1,-9999,-1,0.145395486368
2M18320311-0852020,-9999,-1,-9999,-1,0.229585893466
2M00034825+6248198,0.1844368,0.02696896,0.02081976,0.01172357,0.43543699859
2M04392638+4633013,-0.1931369,0.03052013,0.03160048,0.01505018,-0.132400835732
2M04410543+4646470,0.04047266,0.02959392,0.02786548,0.01196707,0.231689031086
2M05243520+3517578,-0.009373903,0.02946539,0.03946495,0.01326677,-0.299539503767
2M05270601+3422519,-0.3506705,0.03363439,0.1067978,0.01554953,-0.38620773474
2M05272988+3416208,-0.206317,0.03090648,0.08855665,0.01371325,-0.378479706418
2M17403996-3130590,0.3367253,0.02249635,-7.329509E-05,0.009395407,-0.445636155402
2M17485811-2749273,-9999,-1,-9999,-1,-0.0538703277042
2M17495368-2638593,-9999,-1,-9999,-1,0.373568706593
2M17511706-2628363,-9999,-1,-9999,-1,0.195363684671
2M17523927-2648108,-9999,-1,-9999,-1,-0.234407726555
2M19435875+2444146,0.4252234,0.02491223,0.03032644,0.009062918,0.408037039355
2M19442071+2453094,0.1608495,0.02685362,0.004064336,0.0112185,0.410199764047
2M19445481+2426047,-0.1237711,0.03079768,0.08526323,0.01460429,0.0727886178032
2M19451423+2416336,-9999,-1,-9999,-1,-0.0704149525135
2M19452035+2457557,-0.7528307,0.03709635,0.2641836,0.02139345,0.254841345012
2M19453677+2515110,-0.1499016,0.02729747,0.05046167,0.01466025,0.345336464268
2M19460737+2410034,0.1343225,0.02750333,0.04508871,0.01237358,-0.299482393303
2M19464233+2425327,0.2117815,0.02623399,-0.0123368,0.01016966,-0.284497087538
2M19475526+2449327,-0.4142373,0.02984788,0.003729705,0.01479574,-0.321462686172
2M06020550+2203346,-0.5363272,0.03567308,0.05644632,0.01967843,-0.284964308328
2M06025271+2152284,-0.1032583,0.02956051,0.2016744,0.01359993,-0.217582199055
2M06041245+2159304,-0.5331343,0.03583097,0.1551232,0.01763936,0.108405625938
2M06043458+2229598,-0.2392424,0.030789,0.07649619,0.01410413,0.432120731936
2M06055958+2150570,-0.3575064,0.03288117,0.06260164,0.0153257,0.399587441113
2M06061590+2143039,-0.134218,0.0289929,0.03411739,0.01266996,0.390533953464
2M06312168+0901481,0.1369573,0.02813008,0.03030835,0.01146881,-0.305370148713
2M06321976+0849368,-9999,-1,-9999,-1,-0.187269259428
2M05131296+3849178,0.06203404,0.02842071,0.02812554,0.0114997,-0.131689646995
2M05150734+3800593,-0.1212642,0.03039186,0.05592001,0.01451796,-0.299839054163
2M05154242+3800294,0.2232601,0.02713566,0.05682941,0.01179043,-0.211057535807
2M05162901+3754256,-0.4377205,0.03311118,0.102037,0.01594023,-0.145136616669
2M05165776+3728341,-0.3150436,0.03034925,0.0929227,0.01523486,-0.317577347432
2M05170988+3832027,0.1140167,0.02827211,0.02349772,0.01120987,0.327028540895
2M05190093+3720253,-0.07170738,0.02955694,0.008166018,0.01378573,-0.0627882228882
2M05190435+3745372,-9999,-1,-9999,-1,0.187637419052
2M17571997-2354498,-9999,-1,-9999,-1,0.31245832688
2M17574637-2350396,-9999,-1,-9999,-1,0.260224307216
2M17575759-2403327,-9999,-1,-9999,-1,0.115751063772
2M17580319-2326280,-9999,-1,-9999,-1,0.406372381793
2M17585262-2321007,-9999,-1,-9999,-1,0.288007745274
2M17534145-2522231,-9999,-1,-9999,-1,0.291500495457
2M17541650-2556262,0.5351937,0.02502509,0.01999273,0.008718154,-0.109514816948
2M17552272-2524305,0.2983596,0.02356244,-0.0137499,0.009048625,-0.0552434973065
2M05443368+2948086,-9999,-1,-9999,-1,0.255531310364
2M05460543+2940370,-0.03474407,0.0297388,0.03238146,0.01311569,0.473332743442
2M05463814+2908024,-0.086603,0.02875371,0.04169516,0.01234215,0.292620585503
2M05470472+2820552,-9999,-1,-9999,-1,-0.0318125632593
2M05471835+2748574,-0.3088702,0.03191831,0.0868247,0.01622455,-0.265034065754
2M05473084+2811371,-0.3562373,0.03105326,0.05888835,0.01465955,-0.0301488533272
